N,P,K,temperature,humidity,ph,rainfall,previous_crop,farm_size_hectares,current_crop
33.89,67.52,19.68,29.94,57.62,6.42,68.86,Wheat,0.23,MungBean
21.99,68.93,24.37,25.16,59.01,5.57,68.24,Rice,0.37,MungBean
79.54,50.59,25.81,18.64,63.82,7.21,34.9,Rice,0.8,Wheat
21.66,33.94,79.59,17.3,55.08,7.05,34.56,Maize,0.15,Chickpea
34.18,60.21,16.35,27.27,63.43,6.42,67.27,Rice,0.73,MungBean
85.73,58.99,50.95,33.37,70.4,6.59,242.75,Wheat,0.52,Sugarcane
82.48,49.31,56.74,33.42,86.16,6.1,276.36,Wheat,0.34,Rice
29.52,20.12,35.17,10.14,60.77,6.12,18.69,Maize,0.14,Mustard
70.71,56.05,57.57,31.49,88.12,7.75,216.85,Wheat,0.13,Sugarcane
90.86,46.34,34.85,34.87,69.0,6.58,216.28,Rice,0.31,Maize
90.38,41.12,38.13,17.93,68.2,6.65,20.35,Rice,1.69,Wheat
32.04,66.31,20.17,25.39,53.84,5.99,51.48,Rice,0.95,PigeonPeas
76.95,50.97,45.39,30.39,77.28,6.86,298.91,Fallow,0.98,Rice
29.41,25.14,38.44,16.51,59.71,6.61,38.05,Wheat,0.19,Mustard
92.97,42.73,29.96,14.74,65.92,6.67,48.85,Rice,14.54,Wheat
20.13,75.02,19.89,27.5,53.19,6.47,72.1,Wheat,0.61,PigeonPeas
21.32,76.31,20.58,28.37,65.48,6.09,96.42,Rice,1.2,PigeonPeas
28.1,48.15,70.59,10.07,41.57,7.31,32.85,Maize,0.27,Chickpea
80.06,59.88,29.77,31.15,78.34,7.3,270.14,Wheat,0.79,Maize
74.27,56.91,45.84,33.14,75.05,6.17,235.15,Maize,0.75,Rice
29.8,68.6,19.42,27.84,54.22,6.22,93.46,Rice,0.27,PigeonPeas
85.64,50.17,28.82,10.61,62.99,7.03,12.77,Rice,6.89,Wheat
24.75,77.52,24.81,25.57,65.13,5.5,70.07,Wheat,0.5,PigeonPeas
83.48,53.49,59.09,33.37,78.95,6.97,235.28,Wheat,0.45,Sugarcane
80.63,55.93,32.68,13.1,62.41,6.95,34.31,Rice,0.86,Wheat
25.38,20.7,29.45,10.93,58.88,6.71,49.97,Wheat,0.27,Mustard
34.93,33.57,26.25,10.3,68.33,6.03,33.92,Wheat,0.54,Mustard
25.66,61.25,24.4,26.14,64.87,6.44,75.54,Wheat,0.31,MungBean
28.16,41.17,76.14,16.37,46.47,7.23,47.76,Maize,0.98,Chickpea
84.04,51.29,33.98,28.97,61.86,6.01,241.28,Wheat,0.17,Maize
29.5,31.46,77.69,12.71,53.94,7.08,15.7,Millet,1.82,Chickpea
23.05,63.07,15.29,29.94,64.31,5.68,74.34,Wheat,0.41,PigeonPeas
26.33,42.66,88.99,16.18,45.43,7.77,40.05,Maize,0.29,Chickpea
74.82,40.79,55.37,33.13,72.36,6.72,274.94,Maize,7.85,Rice
79.84,47.46,34.58,11.82,65.53,6.63,25.69,Maize,0.98,Wheat
75.97,59.52,31.74,29.86,73.1,6.79,282.56,Wheat,0.31,Maize
85.07,57.41,47.01,32.17,75.86,6.84,244.85,Wheat,0.77,Sugarcane
76.59,54.11,22.54,34.61,69.17,7.39,207.83,Wheat,0.66,Maize
80.98,40.27,57.35,30.89,74.16,6.77,211.43,Wheat,0.14,Rice
23.35,62.94,20.99,29.16,63.26,5.58,50.44,Rice,0.57,MungBean
81.03,42.75,36.27,34.65,75.34,7.33,243.63,Rice,1.97,Maize
75.69,40.58,30.27,15.26,61.64,7.3,41.79,Maize,0.86,Wheat
66.92,52.88,56.41,33.13,72.26,6.95,284.24,Fallow,0.57,Rice
94.41,42.68,32.58,18.35,79.83,7.08,48.42,Maize,1.97,Wheat
33.16,28.03,21.86,14.94,56.36,6.4,20.36,Maize,0.27,Mustard
92.23,51.16,37.85,28.7,76.0,7.05,206.75,Rice,0.86,Maize
25.95,79.03,24.64,26.98,57.73,5.5,86.73,Rice,0.57,PigeonPeas
60.25,39.44,49.07,33.8,76.99,6.29,263.33,Fallow,0.8,Rice
35.83,39.89,29.67,12.53,61.09,6.03,39.96,Maize,0.87,Mustard
87.43,57.96,46.04,34.33,88.56,7.63,273.85,Rice,0.45,Sugarcane
30.71,79.72,19.92,27.6,50.41,6.44,94.45,Rice,0.44,MungBean
92.35,53.37,30.77,29.23,77.79,6.64,288.73,Wheat,0.98,Maize
75.98,41.54,41.99,33.41,72.78,7.61,226.95,Rice,9.72,Sugarcane
90.4,46.61,37.31,14.52,72.51,6.22,28.67,Rice,0.69,Wheat
34.67,60.82,15.07,25.41,52.38,6.32,83.58,Rice,0.38,PigeonPeas
88.17,51.72,24.41,15.0,75.54,6.07,17.56,Rice,0.52,Wheat
39.55,32.95,36.68,16.73,68.33,6.28,40.36,Wheat,0.41,Mustard
20.49,30.89,70.72,10.14,44.6,7.92,12.31,Maize,0.91,Chickpea
97.34,61.6,28.35,11.6,77.3,6.68,26.55,MungBean,0.33,Wheat
80.95,50.56,20.93,16.68,78.55,6.72,22.53,Rice,0.28,Wheat
23.52,38.08,28.99,11.98,59.73,6.99,32.45,Wheat,1.77,Mustard
64.82,39.54,41.6,31.64,74.99,6.5,283.38,Fallow,1.53,Rice
93.7,45.17,29.46,10.26,75.58,6.03,31.25,MungBean,0.51,Wheat
21.93,62.31,23.24,26.75,54.58,6.18,75.99,Rice,0.86,PigeonPeas
93.25,50.68,36.35,31.28,62.18,7.41,258.24,Rice,1.58,Maize
97.25,45.5,38.61,19.61,70.38,6.57,15.03,MungBean,0.36,Wheat
23.77,66.7,15.28,29.22,57.46,6.42,52.73,Wheat,0.38,MungBean
22.79,44.09,71.56,14.37,59.42,7.63,27.3,Millet,11.51,Chickpea
75.66,59.16,51.52,34.06,77.4,5.87,214.58,Wheat,0.15,Rice
33.35,65.09,19.99,25.52,64.07,6.23,61.45,Rice,0.56,MungBean
30.38,73.65,21.74,27.71,52.38,6.26,58.23,Rice,0.25,PigeonPeas
26.22,39.79,71.86,18.17,45.53,7.44,47.92,Maize,0.77,Chickpea
37.08,35.47,22.45,14.87,55.12,6.25,28.0,Wheat,1.72,Mustard
90.0,44.33,34.09,15.25,72.59,6.27,48.84,Rice,0.13,Wheat
20.78,32.69,87.01,11.58,58.44,7.66,17.26,Millet,0.8,Chickpea
60.78,36.01,55.23,29.03,73.46,6.65,297.82,Fallow,0.73,Rice
33.34,27.89,31.59,11.61,60.41,6.39,26.65,Maize,1.53,Mustard
82.49,50.17,30.89,15.97,68.24,7.24,14.05,Rice,0.33,Wheat
26.04,74.95,22.81,29.68,69.27,5.85,74.61,Rice,0.51,MungBean
73.6,56.37,41.94,34.86,79.18,7.44,287.93,Rice,0.12,Sugarcane
24.53,36.48,81.12,17.76,55.92,7.89,44.81,Maize,0.22,Chickpea
24.85,27.62,39.32,15.54,67.28,6.04,28.85,Maize,0.81,Mustard
76.43,51.43,32.12,11.51,71.31,6.16,43.98,Rice,0.97,Wheat
94.73,47.98,29.68,33.8,70.13,6.68,228.12,Wheat,0.92,Maize
75.22,42.6,33.42,12.0,75.83,7.48,49.48,Rice,0.79,Wheat
72.48,52.1,47.6,29.43,76.45,8.0,230.67,Wheat,0.21,Sugarcane
89.91,56.57,34.88,18.4,71.59,7.46,22.95,Rice,16.94,Wheat
66.67,45.64,45.32,30.13,82.82,5.58,276.01,Fallow,0.84,Rice
72.91,44.52,44.56,30.47,88.83,6.79,224.74,Maize,0.68,Rice
25.7,35.62,71.68,15.86,55.57,7.09,24.49,Millet,0.24,Chickpea
81.09,50.55,45.28,31.13,80.28,6.04,236.07,Wheat,0.45,Rice
89.08,56.34,38.81,10.88,72.84,6.4,14.26,Rice,0.6,Wheat
89.8,49.21,27.12,32.94,73.06,7.07,215.21,Rice,0.59,Maize
66.84,39.59,46.95,29.17,73.73,5.69,200.33,Fallow,0.23,Rice
89.88,59.34,22.52,34.92,69.58,6.13,230.29,Rice,1.01,Maize
22.74,73.35,24.23,26.33,63.57,6.08,54.08,Rice,0.16,MungBean
24.76,63.14,15.35,26.79,62.35,6.15,55.16,Rice,0.11,MungBean
89.74,43.5,44.84,28.57,73.9,6.36,288.28,Rice,0.72,Sugarcane
92.28,47.43,34.32,34.39,70.18,6.29,295.44,Wheat,0.29,Maize
73.08,59.65,40.78,32.84,88.15,6.43,299.4,Wheat,0.13,Sugarcane
35.22,65.86,15.44,28.9,62.9,5.93,91.82,Rice,0.19,PigeonPeas
89.51,54.74,50.04,32.05,78.84,6.19,251.75,Wheat,0.65,Sugarcane
20.86,32.9,21.69,16.31,54.88,6.19,20.69,Maize,0.21,Mustard
78.81,45.51,35.98,15.68,60.0,6.53,42.88,Maize,0.19,Wheat
39.21,73.33,16.22,28.61,66.98,6.22,54.77,Wheat,0.87,MungBean
77.05,40.73,48.74,29.74,76.27,7.79,288.61,Rice,5.92,Sugarcane
21.01,60.31,18.22,29.01,56.61,6.2,83.92,Rice,0.82,MungBean
82.01,55.13,41.71,34.27,83.9,7.41,296.85,Wheat,0.28,Sugarcane
39.31,69.74,15.31,26.11,60.69,6.26,71.28,Wheat,0.48,MungBean
86.5,44.27,46.76,32.42,72.8,7.1,247.77,Wheat,0.76,Sugarcane
29.35,31.68,31.02,15.91,57.49,6.5,14.11,Maize,0.76,Mustard
75.65,56.24,39.72,32.22,63.56,6.54,247.21,Wheat,0.25,Maize
83.68,57.37,21.93,32.49,64.61,6.61,206.81,Rice,4.75,Maize
23.43,73.28,24.95,27.06,50.04,6.21,93.81,Wheat,13.92,MungBean
15.18,30.28,80.18,12.81,58.56,7.38,41.91,Maize,0.52,Chickpea
82.38,50.6,27.57,18.52,70.52,6.23,19.47,Maize,0.53,Wheat
88.26,56.06,38.08,15.92,77.61,7.24,36.09,Rice,1.93,Wheat
30.38,74.94,24.6,28.53,54.35,6.02,77.97,Wheat,0.57,PigeonPeas
70.97,56.41,49.57,30.32,85.21,5.61,238.06,Maize,0.78,Rice
31.04,20.34,39.49,13.17,69.94,6.42,39.06,Wheat,0.46,Mustard
20.47,34.97,31.69,15.23,55.4,6.3,21.89,Maize,0.73,Mustard
85.86,46.69,38.38,34.12,67.81,7.32,247.96,Rice,0.39,Maize
85.93,56.79,54.29,34.91,84.3,5.55,267.24,Maize,6.24,Rice
38.91,61.57,17.76,28.49,60.78,5.7,65.68,Wheat,1.07,MungBean
31.31,65.61,24.29,26.24,58.85,6.1,72.94,Wheat,0.83,PigeonPeas
32.92,64.66,23.47,25.8,67.28,6.16,51.75,Rice,0.32,PigeonPeas
79.03,43.51,54.9,28.89,71.64,7.23,229.22,Rice,0.95,Sugarcane
36.91,64.31,19.0,25.42,67.1,6.4,98.89,Rice,0.9,PigeonPeas
92.83,42.68,30.08,29.21,79.31,6.43,235.25,Wheat,0.47,Maize
71.41,54.15,57.78,30.83,74.47,6.85,204.02,Wheat,0.13,Sugarcane
27.36,40.88,82.98,19.1,56.78,7.69,19.28,Millet,0.34,Chickpea
82.76,56.94,36.71,32.21,73.13,6.51,207.25,Wheat,0.83,Maize
92.89,46.04,31.62,29.75,72.36,6.74,211.52,Rice,1.54,Maize
84.19,43.8,46.99,33.58,84.71,6.29,253.17,Rice,1.0,Sugarcane
79.97,36.58,59.08,28.48,89.89,6.85,213.73,Fallow,0.31,Rice
82.63,50.94,22.39,31.83,66.77,6.67,248.43,Wheat,19.91,Maize
20.22,74.03,18.51,26.05,51.22,5.81,72.37,Rice,0.65,MungBean
88.5,53.2,53.01,32.98,74.61,7.33,298.28,Wheat,0.78,Sugarcane
103.88,49.8,21.33,12.65,68.1,7.22,44.02,MungBean,0.9,Wheat
87.79,50.03,54.04,31.79,87.23,6.6,254.9,Wheat,0.85,Sugarcane
21.02,24.1,34.15,17.89,54.55,6.61,46.65,Maize,0.54,Mustard
70.98,40.64,58.5,28.6,76.42,6.45,282.53,Wheat,0.98,Rice
32.25,63.85,17.77,27.81,57.66,5.61,83.46,Wheat,0.1,MungBean
21.51,32.84,33.28,19.41,59.63,6.69,18.85,Wheat,0.34,Mustard
75.1,47.4,27.9,32.15,77.35,6.06,274.05,Rice,0.55,Maize
75.87,43.55,46.82,30.87,86.19,7.56,211.05,Wheat,0.62,Sugarcane
31.11,39.83,21.54,13.47,67.97,6.69,43.21,Wheat,0.44,Mustard
33.71,75.85,21.79,29.12,58.35,5.92,69.74,Wheat,0.75,PigeonPeas
21.54,60.75,16.0,29.95,68.72,6.47,65.17,Rice,0.36,MungBean
89.75,56.17,29.2,15.99,71.7,7.38,39.03,Rice,0.58,Wheat
74.82,43.86,45.29,30.18,75.87,5.98,267.66,Maize,0.57,Rice
84.1,46.21,58.71,31.17,79.89,7.82,289.55,Rice,0.86,Sugarcane
77.61,40.22,27.59,16.84,69.4,7.12,14.94,Rice,0.96,Wheat
29.22,78.53,22.29,25.18,56.13,6.14,59.12,Wheat,0.93,MungBean
77.16,44.81,46.48,34.14,87.68,7.08,258.71,Wheat,1.56,Sugarcane
21.55,31.36,27.47,17.37,60.49,6.19,41.12,Wheat,0.43,Mustard
82.59,56.99,54.87,31.9,86.6,6.5,291.11,Wheat,0.47,Sugarcane
26.38,68.89,22.09,29.15,59.67,6.15,91.89,Wheat,0.35,MungBean
39.85,24.88,39.27,14.97,61.33,6.98,15.88,Maize,0.39,Mustard
21.46,47.18,77.45,14.46,51.49,7.14,13.8,Millet,4.66,Chickpea
30.04,29.29,25.31,12.33,69.76,6.05,13.01,Wheat,1.39,Mustard
32.28,60.97,16.0,27.16,53.45,6.0,98.2,Wheat,0.31,PigeonPeas
92.07,58.79,38.37,33.91,72.68,6.78,287.86,Wheat,0.13,Maize
78.85,46.58,24.68,13.88,71.01,6.06,48.22,Rice,0.11,Wheat
30.19,71.64,19.92,28.33,61.29,5.93,56.43,Wheat,0.66,PigeonPeas
23.79,62.28,18.72,28.41,57.01,6.11,91.16,Wheat,0.81,PigeonPeas
83.41,44.37,46.24,33.87,77.6,6.78,258.71,Wheat,0.52,Sugarcane
79.36,50.43,43.68,31.68,76.43,6.5,274.93,Rice,0.88,Sugarcane
77.84,47.29,59.65,34.48,78.29,5.68,248.17,Maize,0.95,Rice
89.41,51.95,41.1,28.3,76.3,6.1,259.3,Wheat,6.49,Sugarcane
72.05,41.44,41.41,30.58,75.58,6.42,200.47,Wheat,0.77,Sugarcane
83.53,54.95,58.41,29.48,72.31,6.17,293.12,Maize,0.16,Rice
34.53,74.2,24.72,27.67,64.62,6.5,75.55,Rice,0.4,PigeonPeas
22.15,72.1,20.47,28.96,51.44,6.46,72.75,Wheat,1.19,MungBean
84.17,40.91,27.58,10.17,69.97,7.0,43.88,Rice,0.24,Wheat
92.15,40.64,30.63,13.99,68.6,7.33,46.39,Rice,0.61,Wheat
73.78,46.99,49.02,30.64,79.99,6.76,243.34,Wheat,1.0,Rice
34.48,29.72,31.59,10.85,50.8,6.01,42.31,Maize,6.0,Mustard
76.83,56.78,31.33,16.74,64.54,6.96,36.06,Maize,16.62,Wheat
34.76,66.59,23.07,29.75,50.04,5.6,88.38,Rice,0.2,PigeonPeas
16.87,32.84,87.72,14.89,52.82,7.02,26.13,Maize,0.89,Chickpea
94.74,41.49,26.8,16.19,76.37,6.66,25.28,Rice,0.2,Wheat
20.2,32.95,73.05,15.25,54.0,7.38,26.57,Maize,0.43,Chickpea
71.14,52.47,52.21,31.58,76.11,6.04,244.02,Wheat,1.18,Sugarcane
28.4,61.03,15.5,29.01,59.06,5.74,84.9,Rice,0.83,MungBean
25.61,68.58,19.67,29.67,54.11,6.41,99.84,Wheat,0.79,MungBean
21.24,48.24,73.68,18.11,59.84,7.01,29.24,Maize,0.26,Chickpea
27.42,72.94,21.52,26.95,52.8,6.26,76.1,Wheat,0.33,MungBean
36.62,63.08,18.55,29.38,67.16,6.13,92.3,Wheat,0.56,PigeonPeas
37.28,70.16,20.07,27.22,50.11,5.89,98.83,Wheat,0.6,PigeonPeas
20.73,20.95,22.69,14.06,59.17,6.95,32.2,Maize,1.76,Mustard
37.43,74.94,17.71,25.43,63.09,6.24,70.07,Wheat,0.51,PigeonPeas
92.02,49.85,33.1,12.02,73.04,6.63,30.44,MungBean,0.72,Wheat
86.52,42.93,37.0,14.5,68.15,6.58,20.89,Rice,0.76,Wheat
31.49,69.34,20.01,28.22,68.78,5.63,56.84,Rice,0.85,MungBean
72.9,46.3,48.37,29.12,77.58,6.27,203.06,Wheat,1.39,Rice
30.51,27.68,29.57,14.44,55.98,6.08,24.99,Maize,0.58,Mustard
107.5,46.34,20.63,13.32,74.06,6.93,40.35,PigeonPeas,0.37,Wheat
77.11,43.39,53.03,34.33,82.79,5.75,277.33,Maize,0.56,Rice
76.05,47.86,42.65,28.06,83.05,6.24,275.11,Maize,0.67,Rice
35.94,79.09,16.26,28.74,69.23,6.13,85.29,Wheat,1.62,MungBean
27.38,30.07,80.12,19.06,46.63,7.62,37.64,Maize,0.14,Chickpea
92.53,54.61,38.52,33.3,60.54,7.49,278.57,Wheat,0.86,Maize
79.08,58.05,45.23,30.96,77.87,7.69,285.31,Wheat,0.19,Sugarcane
90.44,55.9,26.06,34.01,63.93,6.06,219.13,Wheat,0.97,Maize
81.68,42.08,58.83,31.43,89.66,6.42,229.33,Maize,1.93,Rice
89.46,43.42,56.93,28.69,87.51,6.38,255.26,Maize,0.23,Rice
70.21,47.86,40.39,29.26,82.61,7.39,287.61,Rice,0.22,Sugarcane
26.78,70.72,22.84,28.39,60.63,6.49,57.59,Wheat,0.9,MungBean
65.53,47.46,43.0,29.74,87.95,6.86,285.24,Fallow,1.79,Rice
37.35,65.86,22.31,28.93,67.48,6.2,81.04,Rice,0.7,PigeonPeas
80.34,44.36,49.58,31.96,70.39,5.63,265.0,Wheat,0.67,Rice
21.68,44.73,87.14,15.25,57.18,7.16,33.88,Millet,0.49,Chickpea
21.52,61.99,22.97,28.16,59.79,5.94,68.1,Wheat,0.42,MungBean
87.95,57.98,57.68,31.29,87.77,6.72,217.54,Wheat,0.22,Sugarcane
91.65,58.55,31.36,33.09,60.81,6.8,239.0,Rice,1.54,Maize
75.66,51.62,55.94,28.18,79.65,6.0,229.73,Fallow,1.0,Rice
74.24,56.96,55.17,30.44,85.96,6.68,258.93,Wheat,0.32,Sugarcane
88.13,59.26,41.71,33.83,82.27,6.98,233.16,Rice,0.6,Sugarcane
17.53,46.66,87.05,17.0,46.74,7.46,40.68,Millet,1.63,Chickpea
86.31,58.91,36.61,30.87,61.23,6.64,203.13,Wheat,0.78,Maize
84.99,45.27,35.4,32.7,78.48,7.14,207.55,Rice,0.6,Maize
88.88,59.05,47.61,33.92,81.18,5.53,259.62,Wheat,0.86,Rice
22.37,33.46,31.7,15.85,60.21,6.59,46.59,Wheat,1.28,Mustard
89.55,58.77,55.15,31.61,79.91,6.79,283.1,Wheat,0.46,Rice
76.72,46.16,34.38,18.35,76.7,7.14,32.22,Rice,0.16,Wheat
21.06,62.04,17.07,26.74,59.26,6.1,93.92,Rice,0.14,PigeonPeas
93.02,51.48,36.16,19.48,63.95,7.07,21.49,MungBean,0.65,Wheat
82.52,51.34,31.81,32.92,78.87,6.73,223.45,Rice,1.25,Maize
29.68,70.91,24.62,25.52,61.11,6.14,79.13,Rice,0.46,PigeonPeas
74.25,42.76,42.57,33.17,83.13,5.72,220.8,Fallow,0.47,Rice
72.38,55.04,52.0,30.66,83.82,7.11,265.88,Rice,0.31,Sugarcane
17.94,49.0,81.06,13.47,57.2,7.43,26.09,Maize,0.48,Chickpea
26.78,46.18,70.7,10.04,57.83,7.77,46.93,Millet,0.51,Chickpea
36.92,63.59,16.43,26.95,65.26,5.64,86.76,Wheat,0.79,MungBean
29.47,20.09,25.79,16.49,60.75,6.42,40.4,Wheat,0.34,Mustard
79.36,47.0,33.91,19.11,68.3,6.02,20.46,Maize,0.31,Wheat
35.8,33.25,32.39,13.34,65.52,6.42,21.44,Maize,0.74,Mustard
34.3,32.91,36.82,13.32,69.38,6.46,32.4,Wheat,0.53,Mustard
78.22,50.93,24.92,33.59,78.35,6.79,263.56,Wheat,0.25,Maize
84.62,55.03,25.3,19.07,64.36,7.46,10.14,Rice,1.0,Wheat
26.83,34.13,29.87,12.92,65.51,6.94,35.77,Maize,0.19,Mustard
28.38,78.01,24.53,28.84,53.33,6.17,61.75,Wheat,0.39,MungBean
26.58,34.98,74.92,13.81,42.9,7.41,26.85,Millet,0.63,Chickpea
77.65,53.46,49.57,33.6,71.43,7.32,269.55,Wheat,0.57,Sugarcane
36.05,79.35,22.48,29.38,52.29,6.34,89.42,Wheat,0.89,PigeonPeas
34.15,67.14,15.05,27.94,59.82,6.44,72.45,Rice,0.53,MungBean
20.84,75.57,19.54,25.69,67.51,5.9,75.4,Rice,0.34,PigeonPeas
20.52,69.27,20.28,28.12,55.69,6.16,98.26,Rice,0.22,MungBean
29.28,38.08,30.65,14.65,68.92,6.89,15.78,Maize,0.1,Mustard
27.58,31.11,79.5,14.88,45.48,7.08,32.61,Millet,0.73,Chickpea
81.83,48.99,41.6,34.9,75.79,7.24,267.73,Wheat,0.94,Sugarcane
80.72,44.07,27.7,11.52,72.4,6.38,34.69,Rice,7.82,Wheat
78.88,51.52,52.51,32.55,78.87,6.25,260.1,Wheat,0.7,Sugarcane
16.45,47.4,89.53,10.9,42.39,7.41,26.27,Millet,0.74,Chickpea
21.44,69.45,18.79,27.15,61.29,5.6,85.26,Wheat,0.72,PigeonPeas
25.21,75.44,18.69,25.86,63.8,6.03,80.43,Wheat,0.33,PigeonPeas
33.33,64.69,25.0,27.08,52.9,6.05,94.71,Wheat,0.49,PigeonPeas
24.36,75.36,15.06,28.76,54.71,6.14,68.26,Rice,0.57,MungBean
33.02,72.64,16.14,27.84,54.63,5.5,92.76,Wheat,0.55,PigeonPeas
23.4,29.01,31.86,15.5,52.23,6.17,38.37,Wheat,0.66,Mustard
78.14,53.86,55.54,33.44,85.32,7.15,270.89,Wheat,0.29,Sugarcane
25.86,32.62,84.39,16.75,50.39,7.46,26.8,Maize,0.82,Chickpea
77.25,54.84,34.61,30.65,79.13,7.17,201.76,Wheat,0.92,Maize
92.51,56.85,23.16,17.08,74.24,6.54,40.24,Rice,0.66,Wheat
21.85,47.1,89.43,12.27,49.59,7.41,14.17,Maize,0.97,Chickpea
84.64,51.09,51.56,33.11,75.56,6.26,266.98,Maize,0.15,Rice
19.45,42.42,74.32,11.32,40.21,7.33,38.01,Millet,0.86,Chickpea
27.23,34.86,20.44,11.06,61.33,6.33,43.06,Wheat,0.25,Mustard
24.45,71.1,18.76,28.28,57.67,6.28,61.22,Wheat,0.76,MungBean
89.27,53.49,40.25,31.89,71.95,5.66,209.15,Wheat,0.2,Rice
63.32,45.39,52.55,33.2,71.43,6.73,268.9,Fallow,0.35,Rice
82.56,57.26,44.73,30.09,81.47,6.96,260.42,Wheat,0.59,Rice
30.35,75.77,19.26,28.14,60.89,5.92,54.16,Wheat,1.91,MungBean
74.54,42.92,57.69,31.16,89.25,7.9,252.18,Wheat,9.72,Sugarcane
89.03,58.28,39.44,34.36,79.97,7.49,259.91,Rice,0.31,Maize
90.48,43.66,23.08,16.18,60.11,7.37,14.29,Maize,0.53,Wheat
32.82,63.18,16.94,27.71,55.08,6.11,72.52,Rice,0.27,MungBean
33.26,78.49,17.67,27.16,61.78,6.33,83.3,Wheat,0.5,MungBean
80.38,42.74,36.57,33.5,71.09,7.14,279.23,Rice,0.4,Maize
78.34,40.71,21.9,19.67,72.52,6.51,11.25,Rice,0.27,Wheat
36.35,31.05,22.28,14.34,50.2,6.56,33.04,Maize,0.77,Mustard
86.11,44.82,21.24,16.2,60.68,7.41,37.64,Rice,0.78,Wheat
27.32,65.98,20.45,26.45,51.26,6.41,81.43,Wheat,19.55,MungBean
74.43,51.94,59.62,32.31,82.27,6.63,239.88,Maize,0.79,Rice
81.96,56.91,37.52,31.42,61.3,6.27,250.3,Rice,0.34,Maize
86.94,54.29,41.38,32.39,84.91,6.65,226.97,Maize,0.92,Rice
88.09,46.51,48.5,33.97,74.71,5.99,258.39,Maize,0.97,Rice
21.9,33.03,27.87,18.75,56.82,6.71,34.01,Wheat,0.79,Mustard
27.9,47.01,79.55,13.62,43.53,7.2,27.96,Maize,0.69,Chickpea
85.91,46.43,39.92,11.7,75.39,6.68,45.31,Rice,0.58,Wheat
86.58,40.14,57.96,33.29,84.71,5.74,229.48,Maize,0.53,Rice
33.82,63.42,18.78,26.11,50.44,5.89,80.24,Wheat,0.75,MungBean
38.07,70.66,21.1,29.4,51.11,6.05,50.15,Wheat,0.79,MungBean
24.47,32.08,70.51,10.89,46.22,7.58,43.16,Maize,0.86,Chickpea
23.89,65.98,15.41,29.43,54.11,5.93,53.05,Rice,1.49,PigeonPeas
39.37,26.42,30.67,19.38,61.5,6.66,12.41,Wheat,0.9,Mustard
93.48,55.74,21.02,11.67,67.17,7.33,16.42,Rice,0.97,Wheat
29.04,76.13,15.28,28.55,51.53,5.55,76.78,Wheat,0.11,PigeonPeas
82.13,48.85,25.25,34.0,68.41,6.48,234.08,Rice,0.18,Maize
86.94,41.66,35.33,13.04,66.57,6.36,26.52,Maize,0.58,Wheat
76.2,52.38,22.1,30.97,63.44,7.42,249.92,Rice,0.11,Maize
26.02,63.38,24.36,29.45,51.19,6.17,51.65,Rice,0.86,PigeonPeas
15.86,49.99,86.47,10.83,42.0,7.07,49.75,Maize,0.63,Chickpea
20.16,23.98,39.52,16.89,59.4,6.68,21.47,Wheat,0.25,Mustard
36.15,72.27,24.69,28.5,68.88,6.34,55.43,Rice,0.21,MungBean
78.67,50.41,30.01,29.64,61.7,6.05,202.17,Rice,1.14,Maize
30.57,64.79,22.03,29.28,66.57,5.52,95.32,Rice,0.53,PigeonPeas
24.75,70.7,18.79,28.92,62.36,6.2,61.5,Rice,1.5,PigeonPeas
91.85,43.56,23.74,10.25,67.44,6.27,11.87,Rice,0.24,Wheat
81.86,53.86,31.97,14.13,61.09,6.74,30.41,Rice,0.12,Wheat
34.94,68.84,21.87,27.28,60.34,6.42,74.76,Rice,0.56,MungBean
33.21,36.67,26.92,19.13,66.57,6.31,30.63,Wheat,0.67,Mustard
79.17,58.22,25.69,28.65,68.05,7.06,209.73,Wheat,0.24,Maize
77.31,52.58,34.98,33.94,75.21,6.36,214.05,Wheat,0.99,Maize
88.44,45.86,36.17,31.12,63.43,7.37,220.24,Wheat,0.37,Maize
79.72,42.05,27.67,31.38,74.04,6.88,256.68,Wheat,0.53,Maize
87.29,50.94,45.04,34.36,78.02,7.02,200.48,Wheat,0.4,Sugarcane
27.02,61.08,24.53,28.48,65.35,6.15,71.38,Wheat,0.8,MungBean
20.9,42.88,79.63,17.46,53.86,7.41,40.33,Millet,0.74,Chickpea
30.44,74.36,16.74,29.56,62.03,5.82,84.54,Rice,0.44,MungBean
31.23,79.97,20.86,29.49,63.33,5.59,67.53,Rice,0.61,PigeonPeas
71.59,53.27,41.83,32.26,80.21,5.9,239.45,Maize,0.99,Rice
29.7,63.8,16.77,27.21,60.84,6.11,83.2,Wheat,0.81,PigeonPeas
26.71,36.67,85.17,13.88,55.35,7.8,19.37,Maize,0.44,Chickpea
84.63,51.54,54.59,32.87,84.84,6.18,204.82,Maize,0.13,Rice
81.14,48.43,35.13,30.99,66.81,6.49,291.26,Wheat,0.92,Maize
70.08,54.15,59.48,33.9,74.44,6.88,227.29,Rice,1.28,Sugarcane
93.88,50.76,23.22,30.28,64.41,7.06,258.26,Rice,0.39,Maize
30.84,74.98,20.71,25.9,66.21,6.28,85.34,Wheat,1.32,PigeonPeas
87.68,56.05,53.51,28.76,73.99,6.03,261.37,Wheat,0.46,Sugarcane
27.05,67.28,19.83,29.88,53.28,6.0,88.2,Rice,1.97,MungBean
86.71,43.35,36.36,33.37,61.12,7.45,230.24,Wheat,0.25,Maize
